J02029.1	2034	0.00
J02029.1	2023	0.00
J02029.1	2022	0.00
J02029.1	2021	0.00
J02029.1	2020	0.00
J02029.1	2018	0.00
J02029.1	2009	0.00
J02029.1	2003	0.00
J02029.1	1995	0.00
J02029.1	1990	0.00
J02029.1	1989	0.00
J02029.1	1988	0.00
J02029.1	1986	0.00
J02029.1	1985	0.00
J02029.1	1982	0.00
J02029.1	1979	0.00
J02029.1	1977	0.00
J02029.1	1975	0.00
J02029.1	1974	0.00
J02029.1	1973	0.00
J02029.1	1970	0.00
J02029.1	1966	0.00
J02029.1	1963	0.00
J02029.1	1958	0.00
J02029.1	1957	0.00
J02029.1	1953	0.00
J02029.1	1952	0.00
J02029.1	1950	0.00
J02029.1	1944	0.00
J02029.1	1943	0.00
J02029.1	1933	0.00
J02029.1	1928	0.00
J02029.1	1922	0.00
J02029.1	1919	0.00
J02029.1	1917	0.00
J02029.1	1910	0.00
J02029.1	1902	0.00
J02029.1	1900	0.00
J02029.1	1898	0.00
J02029.1	1892	0.00
J02029.1	1889	0.00
J02029.1	1887	0.00
J02029.1	1877	0.00
J02029.1	1875	0.01
J02029.1	1873	0.01
J02029.1	1870	0.01
J02029.1	1869	0.01
J02029.1	1867	0.01
J02029.1	1866	0.01
J02029.1	1865	0.01
J02029.1	1855	0.01
J02029.1	1851	0.01
J02029.1	1850	0.01
J02029.1	1848	0.01
J02029.1	1843	0.01
J02029.1	1842	0.01
J02029.1	1840	0.01
J02029.1	1839	0.01
J02029.1	1837	0.01
J02029.1	1833	0.01
J02029.1	1832	0.01
J02029.1	1831	0.01
J02029.1	1830	0.01
J02029.1	1829	0.01
J02029.1	1828	0.01
J02029.1	1823	0.01
J02029.1	1822	0.01
J02029.1	1820	0.01
J02029.1	1815	0.01
J02029.1	1814	0.01
J02029.1	1806	0.01
J02029.1	1805	0.01
J02029.1	1802	0.01
J02029.1	1799	0.01
J02029.1	1790	0.01
J02029.1	1783	0.01
J02029.1	1782	0.01
J02029.1	1781	0.01
J02029.1	1776	0.01
J02029.1	1775	0.01
J02029.1	1771	0.01
J02029.1	1766	0.01
J02029.1	1765	0.01
J02029.1	1763	0.01
J02029.1	1761	0.01
J02029.1	1760	0.01
J02029.1	1755	0.01
J02029.1	1754	0.01
J02029.1	1753	0.01
J02029.1	1751	0.01
J02029.1	1746	0.01
J02029.1	1741	0.01
J02029.1	1734	0.01
J02029.1	1733	0.01
J02029.1	1727	0.01
J02029.1	1726	0.01
J02029.1	1723	0.01
J02029.1	1721	0.01
J02029.1	1719	0.01
J02029.1	1718	0.01
J02029.1	1717	0.01
J02029.1	1715	0.01
J02029.1	1714	0.01
J02029.1	1712	0.01
J02029.1	1711	0.01
J02029.1	1710	0.01
J02029.1	1709	0.01
J02029.1	1708	0.01
J02029.1	1706	0.01
J02029.1	1705	0.01
J02029.1	1699	0.01
J02029.1	1698	0.01
J02029.1	1696	0.01
J02029.1	1694	0.01
J02029.1	1692	0.01
J02029.1	1689	0.01
J02029.1	1684	0.01
J02029.1	1677	0.01
J02029.1	1675	0.02
J02029.1	1673	0.02
J02029.1	1670	0.02
J02029.1	1668	0.02
J02029.1	1664	0.02
J02029.1	1663	0.02
J02029.1	1656	0.02
J02029.1	1655	0.02
J02029.1	1654	0.02
J02029.1	1650	0.02
J02029.1	1644	0.02
J02029.1	1639	0.02
J02029.1	1638	0.02
J02029.1	1634	0.02
J02029.1	1629	0.02
J02029.1	1625	0.02
J02029.1	1622	0.02
J02029.1	1619	0.02
J02029.1	1616	0.02
J02029.1	1614	0.02
J02029.1	1598	0.02
J02029.1	1595	0.02
J02029.1	1591	0.02
J02029.1	1589	0.02
J02029.1	1583	0.02
J02029.1	1582	0.02
J02029.1	1569	0.02
J02029.1	1564	0.02
J02029.1	1562	0.02
J02029.1	1559	0.02
J02029.1	1558	0.02
J02029.1	1552	0.02
J02029.1	1551	0.02
J02029.1	1547	0.02
J02029.1	1545	0.02
J02029.1	1542	0.02
J02029.1	1531	0.02
J02029.1	1526	0.02
J02029.1	1524	0.02
J02029.1	1523	0.02
J02029.1	1507	0.02
J02029.1	1504	0.02
J02029.1	1501	0.02
J02029.1	1499	0.02
J02029.1	1497	0.02
J02029.1	1491	0.02
J02029.1	1490	0.02
J02029.1	1484	0.02
J02029.1	1476	0.02
J02029.1	1475	0.02
J02029.1	1474	0.02
J02029.1	1472	0.02
J02029.1	1470	0.02
J02029.1	1469	0.02
J02029.1	1468	0.02
J02029.1	1467	0.02
J02029.1	1466	0.02
J02029.1	1464	0.02
J02029.1	1462	0.02
J02029.1	1461	0.02
J02029.1	1460	0.02
J02029.1	1459	0.02
J02029.1	1457	0.02
J02029.1	1456	0.02
J02029.1	1455	0.02
J02029.1	1454	0.02
J02029.1	1453	0.03
J02029.1	1452	0.03
J02029.1	1451	0.03
J02029.1	1449	0.03
J02029.1	1448	0.03
J02029.1	1446	0.03
J02029.1	1445	0.03
J02029.1	1444	0.03
J02029.1	1443	0.03
J02029.1	1442	0.03
J02029.1	1441	0.03
J02029.1	1440	0.03
J02029.1	1439	0.03
J02029.1	1438	0.03
J02029.1	1437	0.03
J02029.1	1436	0.03
J02029.1	1435	0.03
J02029.1	1433	0.03
J02029.1	1432	0.03
J02029.1	1431	0.03
J02029.1	1430	0.03
J02029.1	1429	0.03
J02029.1	1428	0.03
J02029.1	1427	0.03
J02029.1	1426	0.03
J02029.1	1425	0.03
J02029.1	1424	0.03
J02029.1	1423	0.03
J02029.1	1422	0.03
J02029.1	1421	0.03
J02029.1	1420	0.03
J02029.1	1419	0.03
J02029.1	1418	0.03
J02029.1	1417	0.03
J02029.1	1416	0.03
J02029.1	1415	0.03
J02029.1	1413	0.03
J02029.1	1412	0.04
J02029.1	1411	0.04
J02029.1	1410	0.04
J02029.1	1409	0.04
J02029.1	1408	0.04
J02029.1	1407	0.04
J02029.1	1406	0.04
J02029.1	1405	0.04
J02029.1	1404	0.04
J02029.1	1403	0.04
J02029.1	1402	0.04
J02029.1	1401	0.04
J02029.1	1400	0.04
J02029.1	1399	0.04
J02029.1	1398	0.04
J02029.1	1397	0.04
J02029.1	1396	0.04
J02029.1	1395	0.04
J02029.1	1394	0.04
J02029.1	1393	0.04
J02029.1	1392	0.04
J02029.1	1391	0.04
J02029.1	1389	0.04
J02029.1	1388	0.04
J02029.1	1387	0.04
J02029.1	1386	0.04
J02029.1	1385	0.04
J02029.1	1384	0.04
J02029.1	1383	0.04
J02029.1	1382	0.04
J02029.1	1381	0.04
J02029.1	1380	0.04
J02029.1	1379	0.04
J02029.1	1378	0.04
J02029.1	1377	0.05
J02029.1	1376	0.05
J02029.1	1375	0.05
J02029.1	1374	0.05
J02029.1	1373	0.05
J02029.1	1372	0.05
J02029.1	1371	0.05
J02029.1	1370	0.05
J02029.1	1369	0.05
J02029.1	1368	0.05
J02029.1	1367	0.05
J02029.1	1366	0.05
J02029.1	1365	0.05
J02029.1	1364	0.05
J02029.1	1363	0.05
J02029.1	1362	0.05
J02029.1	1361	0.05
J02029.1	1360	0.05
J02029.1	1359	0.05
J02029.1	1358	0.05
J02029.1	1357	0.05
J02029.1	1356	0.05
J02029.1	1355	0.05
J02029.1	1354	0.05
J02029.1	1352	0.05
J02029.1	1351	0.05
J02029.1	1350	0.05
J02029.1	1349	0.05
J02029.1	1348	0.05
J02029.1	1347	0.06
J02029.1	1346	0.06
J02029.1	1345	0.06
J02029.1	1344	0.06
J02029.1	1343	0.06
J02029.1	1342	0.06
J02029.1	1340	0.06
J02029.1	1339	0.06
J02029.1	1338	0.06
J02029.1	1337	0.06
J02029.1	1336	0.06
J02029.1	1335	0.06
